Driver Number,Category,Agency,Division,Date,Registration,StartOfDuty,End Of Duty,Drive,Other,POA,Rest
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,11/06/2019,"Manual,YR17 RJZ,Manual,Manual",11/06/2019 07:00,11/06/2019 18:20,02:37,03:56,,04:47
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,11/06/2019,MAN UAL,11/06/2019 12:00,11/06/2019 13:05,,,,00:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,12/06/2019,"Manual,YR17 RJZ,Manual,Manual",12/06/2019 06:00,12/06/2019 20:30,04:24,04:00,,06:06
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,12/06/2019,MAN UAL,12/06/2019 12:00,12/06/2019 13:05,,,,00:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,13/06/2019,Rest,13/06/2019 00:00,13/06/2019 08:00,,,,
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,13/06/2019,"Manual,Manual,FN62 CGE,Manual,Manual",13/06/2019 06:00,13/06/2019 21:00,02:52,06:29,,05:39
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,13/06/2019,MAN UAL,13/06/2019 12:00,13/06/2019 13:05,,,,00:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,"Manual,YR16 BKV,YR16 BKV,YR16 BKV,YR16 BKV,Manual,YR16 BKV,Manual,YR16 BKV,Manual",14/06/2019 06:30,15/06/2019 03:26,03:05,05:00,05:16,07:35
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,"Office,MAN UAL",14/06/2019 12:00,14/06/2019 14:00,,01:00,,00:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,Rest,15/06/2019 00:00,15/06/2019 08:00,,,,
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,MAN UAL,15/06/2019 12:00,15/06/2019 13:05,,,,00:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,Rest,16/06/2019 00:00,16/06/2019 09:00,,,,
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,"Manual,YT09 FLW",16/06/2019 06:20,16/06/2019 21:06,05:50,03:51,,05:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,Rest,17/06/2019 00:00,17/06/2019 09:00,,,,
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,"Manual,Manual,YR17 RJZ",17/06/2019 07:00,17/06/2019 20:58,06:33,02:42,,04:43
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,18/06/2019,"Manual,YR17 RJZ,Manual",18/06/2019 06:00,18/06/2019 18:00,05:43,01:35,,04:42
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,20/06/2019,"Manual,YT09 FLW",20/06/2019 06:00,20/06/2019 18:01,04:08,02:29,,05:24
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,21/06/2019,Rest,21/06/2019 00:00,21/06/2019 08:00,,,,
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,22/06/2019,Rest,22/06/2019 00:00,22/06/2019 08:00,,,,
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,Rest,23/06/2019 00:00,23/06/2019 08:00,,,,
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,"Manual,YR16 BKV",23/06/2019 05:00,23/06/2019 19:06,04:27,03:01,,06:38
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,MAN UAL,23/06/2019 12:00,23/06/2019 13:05,,,,00:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,24/06/2019,"YR16 BKV,YR16 BKV",24/06/2019 08:23,24/06/2019 18:01,01:38,00:32,,07:28
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,24/06/2019,MAN UAL,24/06/2019 12:00,24/06/2019 13:05,,,,00:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,25/06/2019,"Manual,YR16 BKV",25/06/2019 08:00,25/06/2019 18:07,01:49,01:15,,07:03
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,25/06/2019,MAN UAL,25/06/2019 12:00,25/06/2019 13:05,,,,00:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,26/06/2019,"Manual,YR16 BKV",26/06/2019 08:00,26/06/2019 17:58,02:36,01:19,,06:03
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,26/06/2019,MAN UAL,26/06/2019 12:00,26/06/2019 13:05,,,,00:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,27/06/2019,"Manual,YR16 BKV",27/06/2019 08:00,27/06/2019 17:59,01:06,01:26,,07:27
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,27/06/2019,MAN UAL,27/06/2019 12:00,27/06/2019 13:05,,,,00:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,28/06/2019,MAN UAL,28/06/2019 12:00,28/06/2019 13:05,,,,00:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,29/06/2019,Rest,29/06/2019 00:00,29/06/2019 08:00,,,,
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,29/06/2019,"Manual,YR16 BKV",29/06/2019 08:00,29/06/2019 22:16,04:04,01:41,,08:31
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,29/06/2019,MAN UAL,29/06/2019 12:00,29/06/2019 13:05,,,,00:05
PESTT,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,30/06/2019,Rest,30/06/2019 00:00,30/06/2019 08:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,01/06/2019,Rest,01/06/2019 00:00,01/06/2019 09:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,02/06/2019,"Manual,BK67 LNX,Manual,Manual,BK67 LNY,Manual,Manual,YN65 XDJ",02/06/2019 06:15,02/06/2019 19:02,05:15,03:25,,03:07
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,03/06/2019,"Manual,YT09 FLW,YT09 FLW,YT09 FLW,YT09 FLW,YT09 FLW,Manual,Manual,Manual,BF68 LFA,Manual",03/06/2019 06:00,05/06/2019 16:39,09:59,39:56:00,07:57,00:47
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,04/06/2019,Rest,04/06/2019 00:00,04/06/2019 09:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,05/06/2019,Rest,05/06/2019 00:00,05/06/2019 09:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,06/06/2019,Rest,06/06/2019 00:00,06/06/2019 09:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,06/06/2019,Office,06/06/2019 12:00,06/06/2019 13:05,,,,00:05
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,06/06/2019,"Manual,YR17 RJU,YR17 RJU,YR17 RJU,Manual,YR17 RJU,Manual",06/06/2019 23:00,07/06/2019 16:00,03:35,03:03,05:49,03:33
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,07/06/2019,Office,07/06/2019 12:00,07/06/2019 13:05,,,,00:05
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,08/06/2019,"Manual,YR17 RJU,YR17 RJU,YR17 RJU",08/06/2019 06:30,08/06/2019 20:47,02:39,02:27,02:09,06:02
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,08/06/2019,Office,08/06/2019 12:00,08/06/2019 13:05,,,,00:05
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,09/06/2019,"Manual,YR17 RJU,YR17 RJU,YR17 RJU,YR17 RJU",09/06/2019 06:00,09/06/2019 22:33,02:38,01:24,06:47,06:10
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,09/06/2019,Office,09/06/2019 12:00,09/06/2019 13:05,,,,00:05
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,10/06/2019,Rest,10/06/2019 00:00,10/06/2019 09:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,11/06/2019,Rest,11/06/2019 00:00,11/06/2019 09:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,12/06/2019,"Manual,YR16 BKU",12/06/2019 06:30,12/06/2019 19:20,09:43,01:16,,01:51
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,13/06/2019,"Manual,YN16 NZZ",13/06/2019 07:00,13/06/2019 21:46,07:39,02:14,,04:53
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,13/06/2019,MAN UAL,13/06/2019 12:00,13/06/2019 13:05,,,,00:05
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,Rest,14/06/2019 00:00,14/06/2019 08:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,"Manual,BN17 JJV",14/06/2019 07:30,14/06/2019 17:10,04:13,00:51,,04:36
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,Rest,15/06/2019 00:00,15/06/2019 08:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,"Manual,BV19 YKC,BV19 YKC,BV19 YKC,BV19 YKC,BV19 YKC,BV19 YKC,Manual,BV19 YKC,BV19 YKC",15/06/2019 04:00,15/06/2019 23:47,04:54,00:36,06:54,07:23
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,Office,15/06/2019 12:00,15/06/2019 13:05,,,,00:05
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,"Manual,BF68 LDX",16/06/2019 12:35,16/06/2019 22:30,06:32,02:22,,01:01
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,"Manual,YT09 FLW,Manual,YT09 FLW,Manual,YT09 FLW",17/06/2019 08:00,17/06/2019 20:28,04:28,02:58,,05:02
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,18/06/2019,Rest,18/06/2019 00:00,18/06/2019 08:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,19/06/2019,"Manual,FN62 CZP,Manual",19/06/2019 07:20,19/06/2019 16:40,06:07,02:19,,00:54
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,20/06/2019,"Manual,BU18 OSK,Manual,Manual,BF68 LDX",20/06/2019 07:30,20/06/2019 16:57,06:02,02:32,,00:53
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,21/06/2019,"Manual,YT09 FLW",21/06/2019 06:00,21/06/2019 15:49,04:16,03:50,,01:43
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,22/06/2019,"Manual,BF63 ZTC,Manual,BF63 ZTC,Manual",22/06/2019 09:00,22/06/2019 23:45,09:33,03:40,,01:32
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,"Manual,BF63 ZTC,Manual,BF63 ZTC,Manual,BF63 ZTC,Manual,YT11 LPA",23/06/2019 10:00,23/06/2019 22:26,07:32,03:16,00:04,01:34
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,24/06/2019,"Manual,YT09 FLW",24/06/2019 08:45,24/06/2019 20:57,04:25,02:18,,05:29
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,25/06/2019,Rest,25/06/2019 00:00,25/06/2019 08:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,26/06/2019,Rest,26/06/2019 00:00,26/06/2019 08:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,27/06/2019,"Manual,FN62 CZP",27/06/2019 06:00,27/06/2019 15:45,02:36,02:07,,05:02
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,28/06/2019,Rest,28/06/2019 00:00,28/06/2019 08:00,,,,
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,28/06/2019,"Manual,YR16 BKU,Manual,Manual,Manual,Manual,Manual,BU18 OSP,Manual,Manual,BU18 OSP",28/06/2019 02:00,28/06/2019 15:28,03:38,08:17,,01:33
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,29/06/2019,"Manual,YT09 FLW",29/06/2019 07:10,29/06/2019 19:32,04:53,03:03,,04:26
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,30/06/2019,"Manual,A19 LTG",30/06/2019 06:00,30/06/2019 15:37,03:46,01:39,,04:12
TESTE,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,01/07/2019,"Manual,YT11 LPV",01/07/2019 00:45,01/07/2019 11:15,07:20,00:58,,02:12
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,01/06/2019,Office,01/06/2019 12:00,01/06/2019 13:05,,,,00:05
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,02/06/2019,"Manual,YR17 RJZ",02/06/2019 09:00,02/06/2019 15:00,,04:59,,00:01
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,02/06/2019,Office,02/06/2019 12:00,02/06/2019 13:05,,,,00:05
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,04/06/2019,"Manual,FN62 CZP",04/06/2019 05:58,04/06/2019 20:35,01:44,00:22,,01:24
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,05/06/2019,Rest,05/06/2019 00:00,05/06/2019 09:00,,,,
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,06/06/2019,Rest,06/06/2019 00:00,06/06/2019 09:00,,,,
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,07/06/2019,Rest,07/06/2019 00:00,07/06/2019 09:00,,,,
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,08/06/2019,Office,08/06/2019 12:00,08/06/2019 13:05,,,,00:05
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,09/06/2019,Office,09/06/2019 12:00,09/06/2019 13:05,,,,00:05
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,10/06/2019,YR17 RJY,10/06/2019 07:45,10/06/2019 17:00,03:21,02:05,,02:49
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,11/06/2019,BN17 JJU,11/06/2019 07:28,11/06/2019 17:01,03:32,01:26,,04:35
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,12/06/2019,"Manual,YN13 BWL,Manual,Manual,Manual,YR17 RJY",12/06/2019 11:00,12/06/2019 22:00,,09:58,,01:02
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,13/06/2019,Rest,13/06/2019 00:00,13/06/2019 09:00,,,,
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,Rest,14/06/2019 00:00,14/06/2019 09:00,,,,
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,Rest,15/06/2019 00:00,15/06/2019 09:00,,,,
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,YR17 RJU,16/06/2019 08:43,16/06/2019 20:45,03:44,01:59,,06:19
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,Office,16/06/2019 12:00,16/06/2019 13:05,,,,00:05
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,YN13 BWL,17/06/2019 07:29,17/06/2019 19:00,07:57,01:27,,02:07
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,19/06/2019,"Manual,YN65 XDK",19/06/2019 07:30,19/06/2019 18:10,,01:15,,
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,20/06/2019,YN65 XDK,20/06/2019 06:18,20/06/2019 17:40,04:24,02:11,,04:47
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,21/06/2019,YN16 NZY,21/06/2019 06:44,21/06/2019 20:30,09:56,01:42,,02:08
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,22/06/2019,Rest,22/06/2019 00:00,22/06/2019 08:00,,,,
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,Rest,23/06/2019 00:00,23/06/2019 08:00,,,,
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,24/06/2019,YN16 NZW,24/06/2019 02:28,24/06/2019 15:15,08:56,01:43,,02:08
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,25/06/2019,YT13 ACT,25/06/2019 07:15,25/06/2019 16:00,02:59,01:57,,03:49
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,26/06/2019,BF63 ZTD,26/06/2019 06:27,26/06/2019 18:10,08:20,02:09,,01:14
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,27/06/2019,YR16 BKU,27/06/2019 07:26,27/06/2019 20:15,05:24,03:11,,04:14
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,29/06/2019,Rest,29/06/2019 00:00,29/06/2019 09:00,,,,
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,30/06/2019,Rest,30/06/2019 00:00,30/06/2019 08:00,,,,
LESYR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,01/07/2019,Rest,01/07/2019 00:00,01/07/2019 08:00,,,,
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,01/06/2019,Rest,01/06/2019 00:00,01/06/2019 09:00,,,,
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,02/06/2019,Rest,02/06/2019 00:00,02/06/2019 09:00,,,,
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,03/06/2019,Other Work,03/06/2019 00:00,03/06/2019 08:00,,,,08:00
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,03/06/2019,"Manual,BU18 OSO,Manual,YN65 XDJ,Manual,Manual,Manual,BF68 LEJ,Manual,FN62 CZP,Manual",03/06/2019 00:20,03/06/2019 14:10,05:49,04:44,00:02,02:15
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,04/06/2019,"Manual,Manual,Manual,BK67 LOA,Manual",04/06/2019 00:20,04/06/2019 09:39,00:45,06:33,,01:01
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,05/06/2019,"Manual,BF68 LEU,Manual,A19 LTG",05/06/2019 04:20,05/06/2019 17:08,06:31,02:31,,02:46
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,06/06/2019,"Manual,BF68 LEJ",06/06/2019 10:20,06/06/2019 19:15,05:53,02:07,,00:55
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,07/06/2019,Rest,07/06/2019 00:00,07/06/2019 09:00,,,,
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,08/06/2019,Rest,08/06/2019 00:00,08/06/2019 09:00,,,,
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,09/06/2019,"Manual,BF68 LEJ,Manual",09/06/2019 04:45,09/06/2019 13:59,05:26,01:52,,00:56
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,10/06/2019,Unpaid Sick,10/06/2019 00:00,10/06/2019 09:00,,,,08:00
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,11/06/2019,"Manual,BF68 LEJ",11/06/2019 12:40,11/06/2019 22:26,06:25,02:00,,01:21
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,12/06/2019,Rest,12/06/2019 00:00,12/06/2019 09:00,,,,
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,13/06/2019,Manual,13/06/2019 01:00,13/06/2019 06:00,,,,05:00
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,13/06/2019,"Manual,FN62 CWD,Manual,Manual,BK67 LOA,Manual,BK67 LNY",13/06/2019 06:00,13/06/2019 18:48,08:04,02:43,,02:01
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,14/06/2019,"BF68 LEU,Manual,BK67 LNX",14/06/2019 05:30,14/06/2019 14:56,05:49,02:28,,01:09
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,15/06/2019,"Manual,Manual,Manual,BF68 LDX",15/06/2019 12:40,15/06/2019 22:42,05:40,03:06,,01:16
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,16/06/2019,Rest,16/06/2019 00:00,16/06/2019 09:00,,,,
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,17/06/2019,Rest,17/06/2019 00:00,17/06/2019 09:00,,,,
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,18/06/2019,Rest,18/06/2019 00:00,18/06/2019 09:00,,,,
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,19/06/2019,Holiday,19/06/2019 00:00,19/06/2019 09:00,,08:00,,
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,20/06/2019,Holiday,20/06/2019 00:00,20/06/2019 09:00,,08:00,,
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,21/06/2019,"Manual,BF68 LEJ",21/06/2019 10:50,21/06/2019 21:04,07:07,01:57,,01:10
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,22/06/2019,"Manual,BF68 LEJ",22/06/2019 10:50,22/06/2019 20:45,06:34,02:30,,00:51
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,23/06/2019,"Manual,BU18 OSP",23/06/2019 10:55,23/06/2019 20:56,06:33,02:16,,01:12
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,24/06/2019,Rest,24/06/2019 00:00,24/06/2019 09:00,,,,
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,25/06/2019,"Manual,BU18 OSK,Manual,BU18 OSK",25/06/2019 14:25,26/06/2019 00:11,06:15,02:03,,01:28
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,26/06/2019,"Manual,FN62 CZP",26/06/2019 14:25,27/06/2019 00:07,06:23,01:56,00:04,01:19
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,27/06/2019,"Manual,BF68 LDX",27/06/2019 14:20,28/06/2019 00:12,06:53,02:00,,00:59
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,28/06/2019,Other Work,28/06/2019 00:00,28/06/2019 08:00,,,,08:00
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,28/06/2019,"Manual,BF68 LDX,BF68 LDX,BF68 LDX,Manual,BF68 LDX,Manual,BF68 LDX,BF68 LDX,BF68 LDX,BF68 LDX,BF68 LDX",28/06/2019 14:25,29/06/2019 00:21,03:35,01:12,04:08,01:01
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,29/06/2019,"Manual,Manual,BF68 LDX",29/06/2019 14:30,30/06/2019 00:04,05:52,02:07,,01:35
ROTAW,"07, National Express Drivers",Paid By Tachograph,LuckNX,30/06/2019,Rest,30/06/2019 00:00,30/06/2019 09:00,,,,
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,01/06/2019,Rest,01/06/2019 00:00,01/06/2019 09:00,,,,
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,02/06/2019,"BF68 LDX,Manual,FN62 CXP",02/06/2019 04:45,02/06/2019 14:06,05:32,01:54,,00:55
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,03/06/2019,"Manual,BF68 LDX,Manual,FN62 CZP",03/06/2019 00:20,03/06/2019 12:02,06:21,02:12,,02:09
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,04/06/2019,"Manual,BF68 LDZ,Manual,FN62 CWD",04/06/2019 00:20,04/06/2019 12:07,06:29,02:36,,01:42
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,05/06/2019,"Manual,BF68 LDX,Manual,FN62 CWD",05/06/2019 00:25,05/06/2019 12:15,06:41,02:25,,01:44
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,06/06/2019,"Manual,BF68 LEJ,Manual,YN56 FGK",06/06/2019 00:25,06/06/2019 12:06,06:50,01:58,,01:53
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,07/06/2019,"Manual,BF68 LEU,Manual,YG65 ATK",07/06/2019 00:20,07/06/2019 12:10,06:32,02:13,,02:07
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,08/06/2019,Rest,08/06/2019 00:00,08/06/2019 09:00,,,,
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,09/06/2019,Rest,09/06/2019 00:00,09/06/2019 09:00,,,,
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,10/06/2019,"Manual,FN62 CWD",10/06/2019 16:13,11/06/2019 02:11,06:51,01:57,,01:10
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,11/06/2019,"Manual,BU18 OSK",11/06/2019 16:15,12/06/2019 02:22,07:01,02:01,,01:05
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,12/06/2019,"Manual,BU18 OSK",12/06/2019 16:15,13/06/2019 02:21,07:00,01:49,,01:17
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,13/06/2019,"Manual,BK67 LNX",13/06/2019 02:21,14/06/2019 02:11,06:39,01:59,,15:12
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,14/06/2019,Rest,14/06/2019 00:00,14/06/2019 09:00,,,,
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,14/06/2019,"Manual,BK67 LNY",14/06/2019 18:40,15/06/2019 00:46,04:20,00:59,,00:47
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,15/06/2019,Rest,15/06/2019 00:00,15/06/2019 09:00,,,,
MATAR,"07, National Express Drivers",Paid By Tachograph,LuckNX,16/06/2019,"Manual,Manual,Manual,BF68 LDX,Manual,FN62 CVS",16/06/2019 00:50,16/06/2019 13:28,05:36,05:09,,01:53
