Driver Number,Category,Agency,Division,Date,Registration,StartOfDuty,End Of Duty,Drive,Other,POA,Rest
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,16/06/2019,"Manual,Manual,BK67 LOA,BK67 LOA,Manual,Manual,Manual,Manual,BK67 LNY,BK67 LNY",16/06/2019 11:20,17/06/2019 00:55,16:28,05:56,,04:46
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,16/06/2019,"Manual,BK67 LOA,Manual,Manual,BK67 LNY",16/06/2019 11:20,17/06/2019 00:55,08:14,02:58,,02:23
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,17/06/2019,Rest,17/06/2019 00:00,17/06/2019 09:00,,,,
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,18/06/2019,Manual,18/06/2019 01:00,18/06/2019 08:30,,,,07:30
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,18/06/2019,"Manual,BF68 LFA,Manual,Manual,Manual,YT11 LPE",18/06/2019 08:30,18/06/2019 17:16,,07:45,,01:01
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,19/06/2019,"Manual,FN62 CXP,Manual,FN62 CXP",19/06/2019 18:40,20/06/2019 01:10,04:36,01:09,,00:45
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,20/06/2019,"Manual,FN62 CXP,Manual,FN62 CXP",20/06/2019 18:40,21/06/2019 01:05,04:28,01:11,,00:46
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,21/06/2019,"Manual,BU18 OSJ,BU18 OSJ,BU18 OSJ,Manual,BK67 LOA,BK67 LOA,BK67 LOA",21/06/2019 16:20,21/06/2019 23:24,04:44,01:22,,00:58
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,22/06/2019,"Manual,BU18 OSK,Manual,Manual,Manual,BK67 LNZ,BK67 LNZ,BK67 LNZ",22/06/2019 11:20,23/06/2019 00:55,08:39,02:17,,02:39
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,23/06/2019,Rest,23/06/2019 00:00,23/06/2019 09:00,,,,
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,24/06/2019,"Manual,BU18 OSP,Manual,BK67 LNX,Manual",24/06/2019 07:00,24/06/2019 15:14,04:59,02:00,,01:15
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,25/06/2019,"Manual,BF68 LEJ,Manual,BK67 LNX,Manual,BF68 LDZ",25/06/2019 07:00,25/06/2019 15:24,05:09,02:08,,01:07
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,26/06/2019,"Manual,BK67 LNY,Manual,BU18 OSN",26/06/2019 12:15,26/06/2019 20:36,05:02,02:02,,01:17
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,27/06/2019,"Manual,BU18 OSN,Manual,BK67 LNX,Manual",27/06/2019 07:00,27/06/2019 15:41,05:17,02:10,,01:13
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,28/06/2019,"Manual,BU18 OSO,BU18 OSO,BU18 OSO,BU18 OSO,Manual,BU18 OSK",28/06/2019 04:35,28/06/2019 12:05,04:23,00:56,00:37,01:34
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,29/06/2019,Rest,29/06/2019 00:00,29/06/2019 09:00,,,,
SICLN,"07, National Express Drivers",Paid By Tachograph,LuckNX,30/06/2019,Rest,30/06/2019 00:00,30/06/2019 09:00,,,,
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,01/06/2019,Rest,01/06/2019 00:00,01/06/2019 09:00,,,,
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,02/06/2019,"Manual,BK67 LNZ,Manual,Manual,BK67 LOA,Manual,BK67 LOA,Manual",02/06/2019 14:00,03/06/2019 00:30,05:12,02:09,,02:09
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,03/06/2019,"Manual,Manual,Manual,FN62 CWD,Manual",03/06/2019 11:50,03/06/2019 22:35,01:44,07:01,,01:00
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,04/06/2019,Other Work,04/06/2019 00:00,04/06/2019 08:00,,,,08:00
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,04/06/2019,"Manual,YR15 SSV,Manual,YK05 CCD,Manual,Manual,YR17 RJV,Manual,BF63 ZSD,Manual",04/06/2019 11:50,04/06/2019 22:40,03:57,04:48,,01:05
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,05/06/2019,"Manual,BK67 LNZ,Manual,Manual,Manual,BF68 LDZ",05/06/2019 11:50,05/06/2019 21:10,00:26,06:54,,01:00
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,06/06/2019,MAN UAL,06/06/2019 00:00,06/06/2019 09:00,,,,08:00
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,06/06/2019,"Manual,BK67 LNZ,Manual,BU18 OSP,Manual",06/06/2019 14:10,06/06/2019 23:50,05:12,01:38,,01:50
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,07/06/2019,MAN UAL,07/06/2019 00:00,07/06/2019 09:00,,,,08:00
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,07/06/2019,"Manual,BK67 LNY,Manual,Manual,BK67 LNZ,Manual",07/06/2019 12:10,07/06/2019 21:16,04:31,01:59,,01:50
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,08/06/2019,Rest,08/06/2019 00:00,08/06/2019 08:00,,,,
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,08/06/2019,MAN UAL,08/06/2019 00:00,08/06/2019 09:00,,,,08:00
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,09/06/2019,Rest,09/06/2019 00:00,09/06/2019 08:00,,,,
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,09/06/2019,MAN UAL,09/06/2019 00:00,09/06/2019 09:00,,,,08:00
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,10/06/2019,"Manual,YR62 EAG,Manual,BK67 LOF,Manual,BK67 LNY,Manual",10/06/2019 06:10,10/06/2019 20:10,08:26,02:15,,03:19
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,11/06/2019,"Manual,Manual,Manual,Manual,Manual,BK67 LNY,Manual",11/06/2019 06:10,11/06/2019 20:15,,11:35,,02:30
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,12/06/2019,"Manual,Manual,Manual,FJ11 RDX",12/06/2019 08:00,12/06/2019 15:45,,06:45,,01:00
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,13/06/2019,"Manual,Manual,Manual,Manual,Manual,FN62 CWD,Manual",13/06/2019 06:05,13/06/2019 19:15,,11:10,,02:00
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,14/06/2019,"Manual,BK67 LOF,Manual,Manual,BK67 LOH,Manual,BK67 LOD",14/06/2019 06:50,14/06/2019 15:40,04:46,02:55,,01:09
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,15/06/2019,Rest,15/06/2019 00:00,15/06/2019 09:00,,,,
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,16/06/2019,Rest,16/06/2019 00:00,16/06/2019 09:00,,,,
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,17/06/2019,"Manual,BK67 LNZ,Manual,Manual,BK67 LOA,Manual",17/06/2019 16:00,17/06/2019 23:35,04:42,01:51,,01:02
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,18/06/2019,"Manual,BK67 LNX,Manual,BK67 LNX,Manual",18/06/2019 18:40,19/06/2019 02:30,05:26,01:37,,00:47
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,19/06/2019,"Manual,BK67 LNX,Manual,Manual,BK67 LNX,Manual",19/06/2019 17:30,19/06/2019 23:55,01:56,03:58,,00:31
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,20/06/2019,Rest,20/06/2019 00:00,20/06/2019 09:00,,,,
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,21/06/2019,Rest,21/06/2019 00:00,21/06/2019 09:00,,,,
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,22/06/2019,"Manual,Manual,Manual,BF68 LDZ,Manual",22/06/2019 05:20,22/06/2019 13:40,00:15,07:05,,01:00
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,23/06/2019,"Manual,BK67 LNY,Manual,Manual,Manual,BK67 LOH,Manual,BK67 LOH,Manual,BK67 LOH",23/06/2019 13:10,24/06/2019 02:40,08:06,03:17,,02:07
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,24/06/2019,"Manual,BK67 LNZ,Manual,BK67 LNZ,Manual,Manual",24/06/2019 18:30,25/06/2019 01:10,04:25,01:25,,00:50
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,25/06/2019,Rest,25/06/2019 00:00,25/06/2019 09:00,,,,
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,26/06/2019,Rest,26/06/2019 00:00,26/06/2019 09:00,,,,
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,27/06/2019,"Manual,BU18 OSJ,Manual,Manual,BU18 OSP,Manual",27/06/2019 04:25,27/06/2019 12:30,04:09,02:19,,01:37
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,28/06/2019,"Manual,FN62 CXP,Manual,Manual,BU18 OSK,Manual,Manual,BK67 LOD,Manual",28/06/2019 06:10,28/06/2019 20:10,08:01,03:17,,02:42
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,29/06/2019,"Manual,BK67 LOD,Manual,BU18 OSN,Manual",29/06/2019 06:30,29/06/2019 14:40,04:45,02:25,,01:00
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,30/06/2019,"Manual,BU18 OSK,Manual,Manual,BU18 OSO,Manual,BU18 OSO,Manual,BK67 LOF,Manual,BK67 LOF",30/06/2019 11:10,01/07/2019 01:20,08:26,02:53,,02:51
PACOS,"07, National Express Drivers",Paid By Tachograph,LuckNX,01/07/2019,Rest,01/07/2019 00:00,01/07/2019 08:00,,,,
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,01/06/2019,YN13 BWL,01/06/2019 06:33,01/06/2019 17:56,06:32,03:01,,01:51
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,01/06/2019,Office,01/06/2019 12:00,01/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,02/06/2019,YN13 BWL,02/06/2019 04:39,02/06/2019 11:46,04:05,00:52,,01:10
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,02/06/2019,Office,02/06/2019 12:00,02/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,03/06/2019,YN12 BVR,03/06/2019 07:49,03/06/2019 19:09,03:35,01:46,,04:59
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,04/06/2019,YN12 BVR,04/06/2019 06:14,04/06/2019 19:16,05:04,01:47,,05:11
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,05/06/2019,YN12 BVR,05/06/2019 05:59,05/06/2019 19:10,05:10,02:08,,04:53
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,06/06/2019,Rest,06/06/2019 00:00,06/06/2019 09:00,,,,
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,07/06/2019,Rest,07/06/2019 00:00,07/06/2019 09:00,,,,
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,07/06/2019,Office,07/06/2019 12:00,07/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,08/06/2019,Rest,08/06/2019 00:00,08/06/2019 09:00,,,,
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,08/06/2019,Office,08/06/2019 12:00,08/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,09/06/2019,YN12 BVR,09/06/2019 08:27,09/06/2019 19:44,01:36,02:03,,06:38
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,09/06/2019,Office,09/06/2019 12:00,09/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,10/06/2019,YN12 BVR,10/06/2019 06:14,10/06/2019 18:07,04:23,02:43,,04:47
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,11/06/2019,YN12 BVR,11/06/2019 06:14,11/06/2019 18:08,05:59,01:50,,04:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,12/06/2019,YN12 BVR,12/06/2019 07:42,12/06/2019 17:50,03:21,01:02,,05:45
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,13/06/2019,YN12 BVR,13/06/2019 07:01,13/06/2019 19:07,05:18,02:09,,04:39
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,Rest,14/06/2019 00:00,14/06/2019 09:00,,,,
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,Office,14/06/2019 12:00,14/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,Rest,15/06/2019 00:00,15/06/2019 09:00,,,,
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,Office,15/06/2019 12:00,15/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,Rest,16/06/2019 00:00,16/06/2019 09:00,,,,
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,Office,16/06/2019 12:00,16/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,"Manual,YN65 XDJ",17/06/2019 06:15,17/06/2019 15:50,05:42,02:12,,01:41
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,Office,17/06/2019 12:00,17/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,18/06/2019,YN65 XDJ,18/06/2019 08:30,18/06/2019 17:10,01:27,01:49,,05:24
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,18/06/2019,Office,18/06/2019 12:00,18/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,19/06/2019,"Manual,Manual,Manual",19/06/2019 08:00,19/06/2019 16:00,,07:00,,01:00
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,19/06/2019,Office,19/06/2019 12:00,19/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,20/06/2019,YN65 XDJ,20/06/2019 08:14,20/06/2019 19:12,01:47,01:23,,07:48
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,20/06/2019,Office,20/06/2019 12:00,20/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,21/06/2019,YN65 XDJ,21/06/2019 07:07,21/06/2019 17:56,06:25,03:17,,01:07
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,21/06/2019,Office,21/06/2019 12:00,21/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,22/06/2019,Rest,22/06/2019 00:00,22/06/2019 09:00,,,,
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,22/06/2019,"Manual,YN12 BVR",22/06/2019 07:00,22/06/2019 18:09,04:16,01:40,,05:13
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,22/06/2019,Office,22/06/2019 12:00,22/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,Rest,23/06/2019 00:00,23/06/2019 09:00,,,,
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,Office,23/06/2019 12:00,23/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,24/06/2019,Rest,24/06/2019 00:00,24/06/2019 09:00,,,,
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,25/06/2019,"Manual,YN65 XDJ",25/06/2019 07:55,25/06/2019 18:00,04:20,03:04,,02:41
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,25/06/2019,Office,25/06/2019 12:00,25/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,26/06/2019,YN65 XDJ,26/06/2019 07:32,26/06/2019 17:42,05:19,02:45,,02:06
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,26/06/2019,Office,26/06/2019 12:00,26/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,27/06/2019,YN65 XDJ,27/06/2019 07:47,27/06/2019 20:13,02:45,01:37,,08:04
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,27/06/2019,Office,27/06/2019 12:00,27/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,28/06/2019,YN65 XDJ,28/06/2019 07:31,28/06/2019 17:21,05:19,02:01,,02:30
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,28/06/2019,Office,28/06/2019 12:00,28/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,29/06/2019,YN65 XDJ,29/06/2019 08:02,29/06/2019 16:54,04:13,02:04,,02:35
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,29/06/2019,Office,29/06/2019 12:00,29/06/2019 13:05,,,,00:05
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,30/06/2019,"YN65 XDJ,Office,YN65 XDJ",30/06/2019 12:00,30/06/2019 23:27,05:51,01:55,,08:56
SICOR,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,01/07/2019,Rest,01/07/2019 00:00,01/07/2019 08:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,02/06/2019,Rest,02/06/2019 00:00,02/06/2019 09:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,03/06/2019,Rest,03/06/2019 00:00,03/06/2019 09:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,04/06/2019,Rest,04/06/2019 00:00,04/06/2019 09:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,05/06/2019,MIB 650,05/06/2019 18:08,05/06/2019 23:26,02:19,00:53,,01:06
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,06/06/2019,"636 VHX,YT13 ACT,Manual,636 VHX",06/06/2019 08:27,06/06/2019 16:58,04:03,02:20,,02:09
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,07/06/2019,HIL7 978,07/06/2019 07:00,07/06/2019 21:08,08:53,01:03,,02:56
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,07/06/2019,HIL7 978,07/06/2019 07:00,07/06/2019 21:02,08:53,01:03,,02:56
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,07/06/2019,Manual,07/06/2019 07:00,07/06/2019 22:08,,01:16,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,08/06/2019,"Manual,YR17 RJO",08/06/2019 10:00,08/06/2019 22:42,04:11,03:22,,04:09
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,09/06/2019,Rest,09/06/2019 00:00,09/06/2019 08:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,10/06/2019,Rest,10/06/2019 00:00,10/06/2019 08:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,11/06/2019,"Manual,MIB 652",11/06/2019 06:15,11/06/2019 17:36,03:59,02:23,00:22,04:37
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,12/06/2019,"Manual,MIB 652",12/06/2019 06:15,12/06/2019 19:31,04:32,02:01,,06:43
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,13/06/2019,Rest,13/06/2019 00:00,13/06/2019 08:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,13/06/2019,"Manual,MIB 651",13/06/2019 06:13,13/06/2019 15:32,02:09,02:41,00:40,03:49
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,14/06/2019,BN17 JJV,14/06/2019 04:28,14/06/2019 19:00,,,,00:06
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,14/06/2019,"MIB 651,Manual,Manual,Manual,Manual,FN62 CFG",14/06/2019 04:28,14/06/2019 18:21,06:56,04:22,,02:35
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,15/06/2019,Rest,15/06/2019 00:00,15/06/2019 08:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,16/06/2019,"Manual,HIL7 978",16/06/2019 07:03,16/06/2019 17:36,03:48,01:28,,05:17
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,17/06/2019,HIL7 978,17/06/2019 07:50,17/06/2019 18:23,02:55,00:55,00:16,06:27
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,18/06/2019,HIL7 978,18/06/2019 08:45,18/06/2019 19:33,05:10,01:13,,04:25
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,19/06/2019,"Manual,MIB 652,Manual,Manual,JIL8 230",19/06/2019 07:00,19/06/2019 21:43,03:18,05:52,00:04,05:29
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,20/06/2019,Rest,20/06/2019 00:00,20/06/2019 08:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,21/06/2019,"Manual,HIL7 978",21/06/2019 06:15,21/06/2019 15:54,04:29,00:57,,04:13
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,22/06/2019,Rest,22/06/2019 00:00,22/06/2019 08:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,23/06/2019,"Manual,JIL8 230,Manual,Manual,Manual,MFX 778",23/06/2019 02:13,23/06/2019 13:08,05:09,03:51,,01:55
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,24/06/2019,"Unpaid Sick,Rest",24/06/2019 00:00,24/06/2019 08:00,,,,08:00
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,25/06/2019,"Unpaid Sick,Rest",25/06/2019 00:00,25/06/2019 08:00,,,,08:00
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,26/06/2019,"Unpaid Sick,Rest",26/06/2019 00:00,26/06/2019 08:00,,,,08:00
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,27/06/2019,Rest,27/06/2019 00:00,27/06/2019 08:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,28/06/2019,"Unpaid Sick,Rest",28/06/2019 00:00,28/06/2019 08:00,,,,08:00
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,29/06/2019,Rest,29/06/2019 00:00,29/06/2019 08:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,30/06/2019,Rest,30/06/2019 00:00,30/06/2019 08:00,,,,
RUCOA,"05, Casual Drivers",Paid By Tachograph,Lucketts,01/07/2019,Rest,01/07/2019 00:00,01/07/2019 08:00,,,,
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,01/06/2019,MAN UAL,01/06/2019 00:00,01/06/2019 09:00,,,,08:00
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,02/06/2019,MAN UAL,02/06/2019 00:00,02/06/2019 09:00,,,,08:00
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,03/06/2019,MAN UAL,03/06/2019 00:00,03/06/2019 09:00,,,,08:00
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,04/06/2019,MAN UAL,04/06/2019 00:00,04/06/2019 09:00,,,,08:00
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,05/06/2019,Rest,05/06/2019 00:00,05/06/2019 08:00,,,,
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,05/06/2019,MAN UAL,05/06/2019 00:00,05/06/2019 09:00,,,,08:00
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,06/06/2019,Rest,06/06/2019 00:00,06/06/2019 08:00,,,,
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,06/06/2019,MAN UAL,06/06/2019 00:00,06/06/2019 09:00,,,,08:00
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,07/06/2019,Holiday,07/06/2019 00:00,07/06/2019 08:00,,08:00,,
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,07/06/2019,MAN UAL,07/06/2019 00:00,07/06/2019 09:00,,,,08:00
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,08/06/2019,Rest,08/06/2019 00:00,08/06/2019 09:00,,,,
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,08/06/2019,"BU18 OSL,Manual,Manual,Manual,YG65 ATK",08/06/2019 07:32,08/06/2019 22:08,07:32,02:51,,03:13
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,09/06/2019,Rest,09/06/2019 00:00,09/06/2019 09:00,,,,
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,09/06/2019,"Manual,Manual,YK05 CCD,Manual,Manual",09/06/2019 08:55,09/06/2019 22:10,01:06,00:46,,08:23
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,10/06/2019,"Manual,BF63 ZSE",10/06/2019 07:50,10/06/2019 16:07,02:15,01:04,,03:58
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,11/06/2019,"Manual,RJ17 HSO",11/06/2019 07:10,11/06/2019 21:41,07:04,01:20,,06:07
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,12/06/2019,"Manual,V137 LGC",12/06/2019 08:45,12/06/2019 15:16,01:43,00:40,,04:08
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,13/06/2019,"Manual,BF68 LDZ,Manual,FN62 CZP",13/06/2019 02:40,13/06/2019 11:19,05:18,02:01,,01:20
ALCUG,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,Rest,14/06/2019 00:00,14/06/2019 09:00,,,,
